period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,city,state,state_code,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,parent_metro_region_metro_code,last_updated,period_begin_in_years,period_end_in_years,period_begin_in_months,period_end_in_months
2016-10-01,2016-10-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,251588.0,261575.0,137.0,141.0,485847.0,1683517.0,3.4651123328676854,50.0,0.9789500133549324,0.2166977157215702,,2024-11-12 14:08:32,2016,2016,Oct,Oct
2020-04-01,2020-04-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,312073.0,328613.0,156.0,162.0,344771.0,1010550.0,2.9310736777119386,36.0,0.9883408178411414,0.2889551985220462,,2024-11-12 14:08:32,2020,2020,Apr,Apr
2024-04-01,2024-04-30,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,432160.0,454610.0,240.0,246.0,443974.0,1095433.0,2.467332612700812,35.0,0.9967623433120286,0.334683273960801,,2024-11-12 14:08:32,2024,2024,Apr,Apr
2021-06-01,2021-06-30,30,national,11,1400,f,National,U.S.,US,All Residential,-1,388026.0,383536.0,208.0,205.0,726815.0,878238.0,1.2083377385913034,15.0,1.025455709416006,0.5639462249885823,,2024-11-12 14:08:32,2021,2021,Jun,Jun
2021-08-01,2021-08-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,306478.0,306871.0,276.0,274.0,75259.0,132351.0,1.7586147406341508,25.0,1.002855199163446,0.3901541783552754,,2024-11-12 14:08:32,2021,2021,Aug,Aug
2016-04-01,2016-04-30,30,national,11,1400,f,National,U.S.,US,All Residential,-1,245834.0,272991.0,132.0,142.0,521340.0,1785840.0,3.4254798163643967,49.0,0.9813812660840878,0.2437547224649127,,2024-11-12 14:08:32,2016,2016,Apr,Apr
2019-07-01,2019-07-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,310100.0,308426.0,155.0,155.0,497381.0,1330085.0,2.674173577750013,37.0,0.9862116385418502,0.2597691124197741,,2024-11-12 14:08:32,2019,2019,Jul,Jul
2022-08-01,2022-08-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,407569.0,431524.0,174.0,188.0,11778.0,37007.0,3.142038414460486,32.0,0.9852281552783296,0.3493198805406073,,2024-11-12 14:08:32,2022,2022,Aug,Aug
2015-10-01,2015-10-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,239290.0,252480.0,123.0,128.0,383638.0,1514024.0,3.9464888178260304,56.0,0.9746457488584312,0.1997246262666555,,2024-11-12 14:08:32,2015,2015,Oct,Oct
2024-03-01,2024-03-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,419343.0,440800.0,234.0,243.0,403791.0,1025646.0,2.540038374066372,40.0,0.9925675613788024,0.2988993920578422,,2024-11-12 14:08:32,2024,2024,Mar,Mar
2012-11-01,2012-11-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,195751.0,191769.0,101.0,101.0,307692.0,1430418.0,4.648859564730177,75.0,0.9698260174956872,0.2061368775467608,,2024-11-12 14:08:32,2012,2012,Nov,Nov
2021-12-01,2021-12-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,400520.0,385933.0,205.0,204.0,454223.0,475378.0,1.0465737640103578,24.0,1.0065267700604712,0.4450903787287661,,2024-11-12 14:08:32,2021,2021,Dec,Dec
2022-01-01,2022-01-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,377845.0,399766.0,211.0,223.0,415809.0,628154.0,1.5106799575131933,27.0,1.0041248434472791,0.4239470506087768,,2024-11-12 14:08:32,2022,2022,Jan,Jan
2012-04-01,2012-04-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,164932.0,174525.0,79.0,82.0,8898.0,59452.0,6.681403193874974,79.0,0.9460571389923972,0.2155700305646985,,2024-11-12 14:08:32,2012,2012,Apr,Apr
2023-10-01,2023-10-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,413422.0,416926.0,230.0,233.0,404793.0,1118743.0,2.7637383605776384,34.0,0.9931657659729533,0.3167221997182819,,2024-11-12 14:08:32,2023,2023,Oct,Oct
2022-05-01,2022-05-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,432256.0,437432.0,238.0,234.0,580681.0,899200.0,1.5485251806931577,17.0,1.0315559244783956,0.5922460460991055,,2024-11-12 14:08:32,2022,2022,May,May
2015-03-01,2015-03-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,231224.0,262526.0,117.0,127.0,352543.0,1411730.0,4.0044109470551295,70.0,0.9750292171620942,0.2047250054445254,,2024-11-12 14:08:32,2015,2015,Mar,Mar
2014-06-01,2014-06-30,30,national,11,1400,f,National,U.S.,US,All Residential,-1,229585.0,237336.0,122.0,126.0,538321.0,2037302.0,3.784546251751953,48.0,0.9775643223087904,0.2153974351988244,,2024-11-12 14:08:32,2014,2014,Jun,Jun
2019-10-01,2019-10-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,293808.0,299762.0,160.0,163.0,542117.0,1607794.0,2.9657657295749016,44.0,0.9815369505785406,0.2219189574490333,,2024-11-12 14:08:32,2019,2019,Oct,Oct
2014-03-01,2014-03-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,210628.0,236216.0,115.0,125.0,380768.0,1768057.0,4.643389815826777,71.0,0.9725088703932432,0.2009501564831235,,2024-11-12 14:08:32,2014,2014,Mar,Mar
2018-01-01,2018-01-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,264407.0,288485.0,144.0,154.0,359669.0,1273501.0,3.540751119123388,54.0,0.978339294410462,0.2108131634580853,,2024-11-12 14:08:32,2018,2018,Jan,Jan
2016-07-01,2016-07-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,257730.0,264581.0,138.0,141.0,569129.0,1821603.0,3.2006864238219803,41.0,0.9839091686468916,0.2538553215146416,,2024-11-12 14:08:32,2016,2016,Jul,Jul
2016-06-01,2016-06-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,261147.0,269815.0,123.0,123.0,11331.0,48540.0,4.283772564566683,44.0,0.9688569790651445,0.2634277879968941,,2024-11-12 14:08:32,2016,2016,Jun,Jun
2015-11-01,2015-11-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,231159.0,235315.0,109.0,111.0,8738.0,52108.0,5.9631265802638165,55.0,0.950575806526652,0.2015944176277382,,2024-11-12 14:08:32,2015,2015,Nov,Nov
2020-05-01,2020-05-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,271969.0,293050.0,164.0,177.0,39551.0,117109.0,2.9609641126824138,36.0,0.9894602024063291,0.2670582369388305,,2024-11-12 14:08:32,2020,2020,May,May
2020-11-01,2020-11-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,345122.0,385238.0,154.0,168.0,11873.0,34570.0,2.911519226765196,29.0,0.9795357230005916,0.3303016926429404,,2024-11-12 14:08:32,2020,2020,Nov,Nov
2012-07-01,2012-07-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,174292.0,177986.0,83.0,83.0,8386.0,59956.0,7.1491060097508425,64.0,0.954165527144919,0.2470785116926262,,2024-11-12 14:08:32,2012,2012,Jul,Jul
2019-02-01,2019-02-28,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,243259.0,274992.0,209.0,237.0,41965.0,171749.0,4.0926750399827965,52.0,0.9750932007881068,0.1603011851789516,,2024-11-12 14:08:32,2019,2019,Feb,Feb
2023-11-01,2023-11-30,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,408158.0,406522.0,227.0,229.0,357454.0,1059655.0,2.9644441517500235,37.0,0.9899404118621036,0.2874165353749663,,2024-11-12 14:08:32,2023,2023,Nov,Nov
2024-02-01,2024-02-29,30,national,11,1400,f,National,U.S.,US,All Residential,-1,412155.0,433533.0,228.0,241.0,342766.0,1011039.0,2.9496463923058096,48.0,0.9872865292671876,0.2613266697790711,,2024-11-12 14:08:32,2024,2024,Feb,Feb
2015-06-01,2015-06-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,243063.0,249952.0,112.0,117.0,10874.0,55879.0,5.138395425519251,46.0,0.9623187856645344,0.2447662943706651,,2024-11-12 14:08:32,2015,2015,Jun,Jun
2022-04-01,2022-04-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,428908.0,451146.0,192.0,196.0,12300.0,30465.0,2.4768714741165483,27.0,1.002480648357544,0.4576534242746695,,2024-11-12 14:08:32,2022,2022,Apr,Apr
2024-01-01,2024-01-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,417714.0,445147.0,218.0,230.0,221899.0,715572.0,3.2247623623756385,50.0,0.9837140606617688,0.2420985558004122,,2024-11-12 14:08:32,2024,2024,Jan,Jan
2022-08-01,2022-08-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,359002.0,355374.0,223.0,220.0,54905.0,108531.0,1.9767047845167869,26.0,1.0010184297583276,0.3839096553221781,,2024-11-12 14:08:32,2022,2022,Aug,Aug
2020-04-01,2020-04-30,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,266604.0,271842.0,226.0,239.0,42398.0,166292.0,3.922143729019944,35.0,0.983352081145144,0.2277321163072577,,2024-11-12 14:08:32,2020,2020,Apr,Apr
2016-02-01,2016-02-29,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,217206.0,257980.0,102.0,121.0,8608.0,45315.0,5.264009813052336,71.0,0.9525992835001011,0.1981709410753717,,2024-11-12 14:08:32,2016,2016,Feb,Feb
2014-11-01,2014-11-30,30,national,11,1400,f,National,U.S.,US,All Residential,-1,219894.0,220348.0,120.0,121.0,376023.0,1902344.0,5.059107014328683,64.0,0.9705441975289012,0.1765716728167095,,2024-11-12 14:08:32,2014,2014,Nov,Nov
2021-04-01,2021-04-30,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,304999.0,311907.0,270.0,278.0,82654.0,130797.0,1.582451681639249,30.0,0.998165149096482,0.3482055037776283,,2024-11-12 14:08:32,2021,2021,Apr,Apr
2023-05-01,2023-05-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,418234.0,434529.0,229.0,234.0,498746.0,966986.0,1.9388330044390247,31.0,0.999895716992258,0.3734608179011862,,2024-11-12 14:08:32,2023,2023,May,May
2017-09-01,2017-09-30,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,268929.0,284091.0,147.0,153.0,519440.0,1615314.0,3.1097216807732657,42.0,0.98315439307213,0.243974576799179,,2024-11-12 14:08:32,2017,2017,Sep,Sep
2015-08-01,2015-08-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,240048.0,242238.0,129.0,131.0,549123.0,1962630.0,3.5741185712808274,47.0,0.9790015930373624,0.2193836795022262,,2024-11-12 14:08:32,2015,2015,Aug,Aug
2012-05-01,2012-05-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,179470.001643273,190638.54229142296,99.1620530302131,104.989815802477,394569.0351220869,2127232.82225953,5.42534126377977,80.59897868845638,0.9622428531146708,0.1828848326180189,,2024-11-12 00:00:00,2012,2012,May,May
2013-08-01,2013-08-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,182366.894602487,192373.169198286,157.103842789171,165.364927682677,54096.6920140545,203825.026976318,3.74057546096912,60.217432952181696,0.974903691298986,0.215341389641101,,2024-11-12 00:00:00,2013,2013,Aug,Aug
2016-03-01,2016-03-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,221103.0,241582.0,137.0,148.0,41947.0,128421.0,3.061460533213721,51.0,0.9824743202957136,0.2338703538178425,,2024-11-12 14:08:32,2016,2016,Mar,Mar
2018-07-01,2018-07-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,247016.34632686296,262842.68993987,211.54217343272,223.790965177687,60190.060193683,160765.530734529,2.70987254886637,36.1338559409123,0.9825680215846088,0.222395315670485,,2024-11-12 00:00:00,2018,2018,Jul,Jul
2023-01-01,2023-01-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,401189.2487001669,412637.190553625,219.957460766086,225.78337714788697,418380.923128235,1135722.10401002,2.78134767840418,40.6689366295219,0.986102380485935,0.267576828582959,,2024-11-12 00:00:00,2023,2023,Jan,Jan
2018-08-01,2018-08-31,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,281124.569093023,295460.524378909,152.4993038583,158.411836536174,503815.837798469,1501283.4818184,2.95821454138827,41.8170336250144,0.983152850859289,0.2419517431239139,,2024-11-12 00:00:00,2018,2018,Aug,Aug
2016-10-01,2016-10-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,254363.019769982,267418.745204206,136.643835352055,142.171458770483,523031.044240859,1642550.88344791,3.20710317084942,50.01792261813901,0.980975990262115,0.228642936132076,,2024-11-12 00:00:00,2016,2016,Oct,Oct
2022-04-01,2022-04-30,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,414010.930673441,413329.22456152097,233.648740264132,230.87138233959897,522279.571871136,800811.0405380739,1.56082490433797,20.2539229146347,1.02604969296897,0.525216987265131,,2024-11-12 00:00:00,2022,2022,Apr,Apr
2019-12-01,2019-12-31,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,301079.865950882,313838.994450198,162.195721668924,166.191409705755,537630.265813626,1419789.70437885,2.76117085793919,43.6002714556754,0.985806167188422,0.2361742725355369,,2024-11-12 00:00:00,2019,2019,Dec,Dec
2018-01-01,2018-01-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,276102.385795269,289653.188021551,148.545995290585,154.537711999164,530360.588851039,1455753.99137646,2.93046903364762,41.857732871606,0.985979081839142,0.254397660989028,,2024-11-12 00:00:00,2018,2018,Jan,Jan
2013-01-01,2013-01-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,193042.52913096896,203369.17943740496,105.161783141301,110.115688556319,434304.339589971,1855984.80645384,4.37813767967456,66.6338473455553,0.975602657371551,0.242389893850067,,2024-11-12 00:00:00,2013,2013,Jan,Jan
2022-03-01,2022-03-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,411710.06135625695,409257.681051042,229.03224316750897,228.405117021105,543721.0765110529,798799.286163739,1.44004610086715,18.2940905422091,1.02387031666245,0.5393956075732919,,2024-11-12 00:00:00,2022,2022,Mar,Mar
2016-11-01,2016-11-30,30,national,11,1400,t,National,U.S.,US,Townhouse,13,235206.91199998,243427.174893943,146.53598581457,149.544163617919,45992.1117938282,119899.527052004,2.70155370281352,41.351281604510895,0.9846286881688588,0.235609791731447,,2024-11-12 00:00:00,2016,2016,Nov,Nov
2020-02-01,2020-02-29,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,312424.094094175,326568.831151335,157.304679068033,164.1009991054,420345.589064102,1113988.01467337,2.64089120883451,45.4058074046427,0.9860009408633708,0.2529500376852,,2024-11-12 00:00:00,2020,2020,Feb,Feb
2019-06-01,2019-06-30,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,291198.58680657094,301535.058941598,157.134534856687,161.357559052202,519882.52159080096,1562459.26810809,2.95680257318178,45.521893542109694,0.980302696867002,0.226441596760456,,2024-11-12 00:00:00,2019,2019,Jun,Jun
2021-07-01,2021-07-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,403662.0,396856.0,202.0,200.0,517466.0,709911.0,1.3718985159263115,14.0,1.0264964397584522,0.582369254036777,,2024-11-12 14:08:32,2021,2021,Jul,Jul
2020-08-01,2020-08-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,288752.0,297684.0,174.0,181.0,64605.0,107478.0,1.6636225122789616,30.0,0.994660920709556,0.320809392840287,,2024-11-12 14:08:32,2020,2020,Aug,Aug
2012-08-01,2012-08-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,172377.0,174662.0,82.0,82.0,9713.0,59218.0,6.096308946590787,71.0,0.9538449922369852,0.2320617710330907,,2024-11-12 14:08:32,2012,2012,Aug,Aug
2021-01-01,2021-01-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,330795.0,347215.0,182.0,192.0,432892.0,777034.0,1.7949810221649962,34.0,0.9934062180617572,0.334178210630734,,2024-11-12 14:08:32,2021,2021,Jan,Jan
2022-04-01,2022-04-30,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,343946.0,349881.0,309.0,313.0,70007.0,111045.0,1.5861864661606184,24.0,1.0211489879135371,0.5184636459051016,,2024-11-12 14:08:32,2022,2022,Apr,Apr
2021-08-01,2021-08-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,393919.0,403034.0,174.0,177.0,14706.0,38293.0,2.603791714356379,23.0,0.9934214951276736,0.4134205891950044,,2024-11-12 14:08:32,2021,2021,Aug,Aug
2014-08-01,2014-08-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,226318.0,229521.0,122.0,124.0,501971.0,2052535.0,4.08894990252856,51.0,0.9750064224070226,0.1909977240752509,,2024-11-12 14:08:32,2014,2014,Aug,Aug
2016-09-01,2016-09-30,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,226037.0,247284.0,199.0,207.0,63508.0,190674.0,3.00235207304941,45.0,0.9779261048373744,0.195376588535672,,2024-11-12 14:08:32,2016,2016,Sep,Sep
2022-02-01,2022-02-28,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,390589.0,417452.0,219.0,232.0,409578.0,621180.0,1.5166327552357477,26.0,1.013228968414705,0.4741146200617095,,2024-11-12 14:08:32,2022,2022,Feb,Feb
2012-07-01,2012-07-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,191906.0,194000.0,104.0,106.0,447945.0,2119943.0,4.732591274807064,68.0,0.970724659675254,0.2080872266710793,,2024-11-12 14:08:32,2012,2012,Jul,Jul
2017-04-01,2017-04-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,240608.0,250142.0,149.0,154.0,46358.0,118813.0,2.5629009228423225,33.0,0.98891602430764,0.2813296463474864,,2024-11-12 14:08:32,2017,2017,Apr,Apr
2023-04-01,2023-04-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,426421.0,451376.0,219.0,226.0,316700.0,704662.0,2.2250095956192943,37.0,0.9954006910424807,0.3386201303554958,,2024-11-12 14:08:32,2023,2023,Apr,Apr
2020-07-01,2020-07-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,336735.0,347703.0,164.0,172.0,556729.0,894745.0,1.6071456197896743,35.0,0.9915266017959276,0.3131020152638998,,2024-11-12 14:08:32,2020,2020,Jul,Jul
2015-11-01,2015-11-30,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,243664.53305799296,260504.81677153,123.246474553397,129.484547998378,350541.49707199493,1427876.77786609,4.29597068236203,55.7357876568055,0.97725596953835,0.216495340139353,,2024-11-12 00:00:00,2015,2015,Nov,Nov
2017-02-01,2017-02-28,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,266153.361203422,279908.028553443,134.286171730211,138.774024584818,388882.94291891,1257969.76188456,3.3626579889476,48.558224002566,0.981566211044629,0.2358112338190299,,2024-11-12 00:00:00,2017,2017,Feb,Feb
2022-11-01,2022-11-30,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,402774.829712236,413009.822042467,220.450775747676,226.708269298531,418404.469386804,1127622.50101522,2.74685550725474,35.9070041802492,0.9899761133458888,0.294182220291899,,2024-11-12 00:00:00,2022,2022,Nov,Nov
2019-07-01,2019-07-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,250884.990921732,269251.337454761,217.28693032918,232.159259433594,56739.8911715241,176899.091840847,3.1941460030818094,45.3215247849434,0.9779671610979,0.1806866894482319,,2024-11-12 00:00:00,2019,2019,Jul,Jul
2017-09-01,2017-09-30,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,278136.761726306,291729.641372096,141.005397803403,145.005328152426,403428.744127594,1217379.27701946,3.04902216423828,47.0883025887527,0.983171314838006,0.248043893691572,,2024-11-12 00:00:00,2017,2017,Sep,Sep
2019-08-01,2019-08-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,293384.470078484,304027.441523399,157.345937646079,161.4881101807,531954.444087184,1538640.67301135,2.84153521389632,44.3968089277814,0.982124955554166,0.227307273551368,,2024-11-12 00:00:00,2019,2019,Aug,Aug
2018-11-01,2018-11-30,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,248089.50043514496,267011.216158081,211.93298353689497,232.761386697819,55904.648212904,176097.212754195,3.1422039108533,40.4338705891507,0.9806670588802728,0.1899009734154369,,2024-11-12 00:00:00,2018,2018,Nov,Nov
2014-12-01,2014-12-31,30,national,11,1400,t,National,U.S.,US,Townhouse,13,212355.27040461896,215465.407733896,133.441337592373,135.354189338775,38596.0543569373,140894.265579993,3.78362260718326,50.3662662461939,0.9801430706264,0.20369634606594,,2024-11-12 00:00:00,2014,2014,Dec,Dec
2012-09-01,2012-09-30,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,193638.362120975,204344.662314052,99.2520447294739,104.692606815438,322054.51172712893,1478598.32506909,4.64229528490403,76.48286937571089,0.970333668568926,0.2107847150767009,,2024-11-12 00:00:00,2012,2012,Sep,Sep
2020-12-01,2020-12-31,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,356288.800007232,375000.25521348097,178.51471165382,184.83942870927,511703.27459077,712618.7538603969,1.35361308911153,23.43776548422869,1.00238846416777,0.4251126064205629,,2024-11-12 00:00:00,2020,2020,Dec,Dec
2021-11-01,2021-11-30,30,national,11,1400,t,National,U.S.,US,All Residential,-1,390507.65131845,396180.135192826,213.96150385982097,215.610928174619,635112.742002077,823199.9585551091,1.28990392525401,21.4349382079338,1.01033171761324,0.492995219146319,,2024-11-12 00:00:00,2021,2021,Nov,Nov
2012-12-01,2012-12-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,193590.206346088,201787.219310714,105.509001210811,109.669186373294,425924.15009582,1843794.1219026097,4.47173195782406,69.3028059634266,0.974513815012318,0.233759088548204,,2024-11-12 00:00:00,2012,2012,Dec,Dec
2020-10-01,2020-10-31,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,351252.087604549,356619.513597746,172.515062417145,178.958584349086,508361.335950694,711750.65300993,1.42224788713819,28.7155142025785,0.999864061342839,0.388685471232436,,2024-11-12 00:00:00,2020,2020,Oct,Oct
2016-05-01,2016-05-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,245150.866656544,259957.038439412,132.587874355329,138.190922705877,508100.147149926,1782032.77550039,3.50792916136371,51.3144007242152,0.977116639749641,0.22757066951405,,2024-11-12 00:00:00,2016,2016,May,May
2014-11-01,2014-11-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,209239.0,198048.0,132.0,127.0,30735.0,138989.0,4.52209111864538,54.0,0.9769958544096806,0.1892793909923599,,2024-11-12 14:08:32,2014,2014,Nov,Nov
2019-04-01,2019-04-30,30,national,11,1400,f,National,U.S.,US,All Residential,-1,290276.0,318193.0,157.0,165.0,546429.0,1568672.0,2.870770556406553,42.0,0.9836630144154244,0.2416995008870886,,2024-11-12 14:08:32,2019,2019,Apr,Apr
2019-09-01,2019-09-30,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,251734.0,286178.0,218.0,247.0,55631.0,186889.0,3.359455856697056,42.0,0.979027415488435,0.1793292584106595,,2024-11-12 14:08:32,2019,2019,Sep,Sep
2014-07-01,2014-07-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,228598.0,219356.0,107.0,102.0,9609.0,58876.0,6.12670669665962,52.0,0.9618568245062368,0.2385424249926284,,2024-11-12 14:08:32,2014,2014,Jul,Jul
2023-09-01,2023-09-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,364734.0,374996.0,229.0,232.0,42838.0,99317.0,2.318398191291005,29.0,0.9991148458133235,0.3501050464919259,,2024-11-12 14:08:32,2023,2023,Sep,Sep
2017-10-01,2017-10-31,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,271148.28889685,283482.45632566,146.839449001067,151.196559131628,514770.49280102,1461190.96007667,2.90695643208849,43.8829605456167,0.984124911109012,0.2449993268267479,,2024-11-12 00:00:00,2017,2017,Oct,Oct
2018-11-01,2018-11-30,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,282522.94329129,298676.889262156,153.627684728545,160.640704869062,494268.677157218,1539320.06016442,3.17855845759006,43.9534088108048,0.98309019264739,0.2259940683138529,,2024-11-12 00:00:00,2018,2018,Nov,Nov
2015-03-01,2015-03-31,30,national,11,1400,t,National,U.S.,US,Townhouse,13,212327.342816165,218135.498589956,133.29513012319,136.572106867768,40613.0980080959,140683.848928865,3.55422308581729,52.6236609290958,0.9782234426018908,0.2030848251866599,,2024-11-12 00:00:00,2015,2015,Mar,Mar
2022-10-01,2022-10-31,30,national,11,1400,t,National,U.S.,US,Townhouse,13,355771.40683062293,360401.9618066769,220.921967707734,222.84619713818,46233.2996812149,101774.091673081,2.228815560492789,32.4949661364498,0.996105798589094,0.3224932408385399,,2024-11-12 00:00:00,2022,2022,Oct,Oct
2021-05-01,2021-05-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,364600.306170466,369088.989925576,200.177389988355,200.72501230597,581756.533262708,761218.7694485548,1.37913352011597,22.5858965947207,1.01535153417256,0.459913236202456,,2024-11-12 00:00:00,2021,2021,May,May
2023-06-01,2023-06-30,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,338285.383690763,353978.464715314,299.715954685348,311.461348362195,46559.771898919294,115890.939398476,2.54183584512036,39.1811890243562,0.991440460196363,0.2886877945657789,,2024-11-12 00:00:00,2023,2023,Jun,Jun
2023-05-01,2023-05-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,403614.88083432097,415406.59610682,223.68317087265896,228.698309416196,419850.134841632,926273.5738450368,2.27334947397892,37.9031401607612,0.993347397176997,0.315264588401717,,2024-11-12 00:00:00,2023,2023,May,May
2016-12-01,2016-12-31,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,256222.84312873,270210.053220348,138.547319002114,143.228938955645,508794.716154411,1542771.90777885,3.15153923302539,47.8982148294987,0.982082465595647,0.23326809233973,,2024-11-12 00:00:00,2016,2016,Dec,Dec
2024-03-01,2024-03-31,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,420090.033551238,430699.860907674,233.563100901925,239.117425362207,404400.019727818,1119854.72649557,2.73985618481256,37.2838693256559,0.991761262693302,0.299908488096624,,2024-11-12 00:00:00,2024,2024,Mar,Mar
2021-11-01,2021-11-30,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,390104.287951384,395632.755428244,213.14305578356496,216.342747955783,620187.93012907,792457.8519821169,1.26931619063435,21.756051431904496,1.0116720406186,0.49599017929993,,2024-11-12 00:00:00,2021,2021,Nov,Nov
2021-07-01,2021-07-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,303633.59769217693,312390.271204708,270.585608205092,278.532226343429,70635.7314286397,125905.063922615,1.8706917350194,26.61826878769149,1.00125763377025,0.3613983334682119,,2024-11-12 00:00:00,2021,2021,Jul,Jul
2015-06-01,2015-06-30,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,238291.065820458,252596.948312254,120.709241477332,126.006666715523,377431.641552266,1533267.57098116,4.040570760843649,57.7933585856293,0.9757344462209588,0.213761634317472,,2024-11-12 00:00:00,2015,2015,Jun,Jun
