period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,city,state,state_code,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,parent_metro_region_metro_code,last_updated,period_begin_in_years,period_end_in_years,period_begin_in_months,period_end_in_months
2015-08-01,2015-08-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,206989.781439318,215546.709296224,176.64699596433,184.133372376314,58626.8038952499,202510.35207647,3.51754727705178,51.780344591093694,0.975264542851199,0.1831232015271609,,2024-11-12 00:00:00,2015,2015,Aug,Aug
2020-10-01,2020-10-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,337413.692506427,344353.734340534,177.69142140848,187.307438294027,652832.134732856,1021317.61775239,1.5810440032576,29.4789357195009,0.997553057825518,0.368764537490537,,2024-11-12 00:00:00,2020,2020,Oct,Oct
2019-11-01,2019-11-30,30,national,11,1400,t,National,U.S.,US,Townhouse,13,272632.384185683,278767.376128151,166.829700737843,169.723449930594,49998.3943744179,123752.284951267,2.48002908230648,39.3724882175332,0.989583576099623,0.252304536009115,,2024-11-12 00:00:00,2019,2019,Nov,Nov
2019-12-01,2019-12-31,30,national,11,1400,t,National,U.S.,US,Townhouse,13,274341.587213238,280309.14376159693,167.405762698515,170.064541673413,52348.1088009721,119157.775379072,2.36901801993783,38.236069338803695,0.9903289640707548,0.257070915093612,,2024-11-12 00:00:00,2019,2019,Dec,Dec
2019-02-01,2019-02-28,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,249490.617537944,268340.997012978,211.378736882074,232.451529686172,56136.4466981412,180748.882696856,3.44121662681844,42.8524005950535,0.978562968558998,0.176514562128569,,2024-11-12 00:00:00,2019,2019,Feb,Feb
2019-09-01,2019-09-30,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,302817.73016681,315001.748956002,152.145167304798,157.542286723055,408030.69416212896,1193584.3357575,2.89840668989121,45.9365094360614,0.9835013743026388,0.232835039114057,,2024-11-12 00:00:00,2019,2019,Sep,Sep
2012-09-01,2012-09-30,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,187214.01897986096,197013.289803046,102.680831487797,107.005118576564,406097.704876845,1831055.95406591,4.622122251848929,76.5711471020686,0.970069466607785,0.208954788181543,,2024-11-12 00:00:00,2012,2012,Sep,Sep
2014-04-01,2014-04-30,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,219897.727049138,235888.256110441,112.885102354726,118.487130063102,327401.850988559,1500751.73825556,4.6231352463885,65.582712653731,0.972102708987298,0.2003817326600559,,2024-11-12 00:00:00,2014,2014,Apr,Apr
2019-09-01,2019-09-30,30,national,11,1400,t,National,U.S.,US,All Residential,-1,293493.574035139,305282.514475453,157.413538486833,163.172825396539,524371.713700348,1532058.67122471,2.91292434412314,44.71951381138,0.9831155539209347,0.2297112574062329,,2024-11-12 00:00:00,2019,2019,Sep,Sep
2019-03-01,2019-03-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,285275.431104483,302312.01225586,154.297642831069,160.472915861465,518997.317259439,1588533.60518381,3.24475978680643,45.9886147891779,0.980673558482966,0.216397043694635,,2024-11-12 00:00:00,2019,2019,Mar,Mar
2014-06-01,2014-06-30,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,189170.436328759,201345.14515713,162.612283909996,172.64117732597,52942.367492569,213725.498316303,4.07011140529045,56.0486531052741,0.970098097190418,0.1675047380203489,,2024-11-12 00:00:00,2014,2014,Jun,Jun
2012-04-01,2012-04-30,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,184071.362058869,196668.635943633,95.15296444493488,101.604940292257,309203.948372768,1705941.58329338,5.52405187063106,83.22084919136678,0.963140236511226,0.185063005441338,,2024-11-12 00:00:00,2012,2012,Apr,Apr
2017-06-01,2017-06-30,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,236569.0,248983.0,201.0,211.0,77766.0,173885.0,2.2359924653143484,35.0,0.9858846927047732,0.2641674552138485,,2024-11-12 14:08:32,2017,2017,Jun,Jun
2014-07-01,2014-07-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,192003.0,200874.0,163.0,173.0,62770.0,226721.0,3.611924070845221,48.0,0.974413998171024,0.1868296591046661,,2024-11-12 14:08:32,2014,2014,Jul,Jul
2018-12-01,2018-12-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,278046.0,270980.0,151.0,150.0,430313.0,1366083.0,3.1746196079239093,51.0,0.9777300143465868,0.1921646547372904,,2024-11-12 14:08:32,2018,2018,Dec,Dec
2022-06-01,2022-06-30,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,428922.0,429386.0,235.0,230.0,604791.0,1087906.0,1.798811872320509,18.0,1.0230295780801584,0.553915909368472,,2024-11-12 14:08:32,2022,2022,Jun,Jun
2017-01-01,2017-01-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,254623.0,274239.0,131.0,137.0,273810.0,1106860.0,4.042426142751907,61.0,0.9754015687706196,0.2002423508550753,,2024-11-12 14:08:32,2017,2017,Jan,Jan
2014-03-01,2014-03-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,199447.0,208589.0,127.0,131.0,33044.0,128509.0,3.888963424709978,56.0,0.9783982392959722,0.2152757013342099,,2024-11-12 14:08:32,2014,2014,Mar,Mar
2016-04-01,2016-04-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,226479.0,240425.0,141.0,148.0,45887.0,133210.0,2.9030106043688457,41.0,0.9851994312629276,0.2463685920536862,,2024-11-12 14:08:32,2016,2016,Apr,Apr
2022-12-01,2022-12-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,319597.0,318927.0,279.0,286.0,39683.0,109530.0,2.7600976565916246,43.0,0.9802437035632776,0.2023302482549048,,2024-11-12 14:08:32,2022,2022,Dec,Dec
2018-01-01,2018-01-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,242199.0,260152.0,151.0,158.0,32506.0,95848.0,2.9486108979833148,45.0,0.9840846844573464,0.2353996319526503,,2024-11-12 14:08:32,2018,2018,Jan,Jan
2013-02-01,2013-02-28,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,187536.0,219688.0,97.0,110.0,247626.0,1343047.0,5.42367471198681,81.0,0.9699927182472708,0.2178442268416399,,2024-11-12 14:08:32,2013,2013,Feb,Feb
2019-08-01,2019-08-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,253706.0,266164.0,218.0,230.0,65102.0,184423.0,2.8327999460569626,40.0,0.9805921174970154,0.1941402264697058,,2024-11-12 14:08:32,2019,2019,Aug,Aug
2013-06-01,2013-06-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,197786.0,210892.0,93.0,98.0,9452.0,54701.0,5.787043752596368,56.0,0.9674218477662117,0.2851859919447707,,2024-11-12 14:08:32,2013,2013,Jun,Jun
2013-04-01,2013-04-30,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,199286.0,226469.0,109.0,120.0,447012.0,1791658.0,4.0080706090210265,61.0,0.9774018416906884,0.2402246219477479,,2024-11-12 14:08:32,2013,2013,Apr,Apr
2013-07-01,2013-07-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,220059.0,222437.0,117.0,119.0,529779.0,1926556.0,3.636523521764367,52.0,0.9804930431637092,0.2467433425242398,,2024-11-12 14:08:32,2013,2013,Jul,Jul
2022-05-01,2022-05-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,432355.0,436112.0,238.0,234.0,593589.0,932549.0,1.5710348641585985,17.0,1.0309573320516927,0.589282496055558,,2024-11-12 14:08:32,2022,2022,May,May
2016-11-01,2016-11-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,234250.0,234211.0,146.0,144.0,41962.0,120159.0,2.863506151348174,44.0,0.981406594602647,0.2154633446231893,,2024-11-12 14:08:32,2016,2016,Nov,Nov
2023-05-01,2023-05-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,417708.0,463326.0,185.0,198.0,9304.0,27570.0,2.9631573301047904,34.0,0.9814874605197366,0.3440450505675397,,2024-11-12 14:08:32,2023,2023,May,May
2021-10-01,2021-10-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,380727.0,382436.0,210.0,211.0,597322.0,890814.0,1.4913470881010968,21.0,1.0080738432403085,0.461870246979493,,2024-11-12 14:08:32,2021,2021,Oct,Oct
2017-02-01,2017-02-28,30,national,11,1400,f,National,U.S.,US,All Residential,-1,247187.0,277342.0,134.0,146.0,364529.0,1437027.0,3.9421405406564265,60.0,0.976968176201658,0.2097213477782431,,2024-11-12 14:08:32,2017,2017,Feb,Feb
2017-06-01,2017-06-30,30,national,11,1400,f,National,U.S.,US,All Residential,-1,277408.0,283823.0,147.0,149.0,685274.0,1693929.0,2.4718985918306826,35.0,0.9875798628423376,0.2855614175638581,,2024-11-12 14:08:32,2017,2017,Jun,Jun
2016-02-01,2016-02-29,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,246170.33147243096,263817.9339621,125.464535690951,131.425831732357,369236.7203495689,1409607.19339502,3.72207297321416,56.0462708988854,0.97804344063305,0.220644095349456,,2024-11-12 00:00:00,2016,2016,Feb,Feb
2019-12-01,2019-12-31,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,310048.087554994,320667.385982228,156.458432765696,160.120742221723,427951.655132517,1129410.77560169,2.78685386837346,44.9724607611955,0.985829935286912,0.239939243940363,,2024-11-12 00:00:00,2019,2019,Dec,Dec
2018-02-01,2018-02-28,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,287965.89680889,300488.596454337,145.036608591951,149.651578635066,396999.44161102,1163793.70058772,3.06031465957408,43.077122360455,0.985509435907586,0.2568015728709929,,2024-11-12 00:00:00,2018,2018,Feb,Feb
2021-09-01,2021-09-30,30,national,11,1400,t,National,U.S.,US,All Residential,-1,380083.271431,386464.81719098496,208.019711439654,209.83232794615296,610191.6894601169,840583.3666162419,1.4401859562777,21.107727733263,1.01094479209861,0.4853874448009519,,2024-11-12 00:00:00,2021,2021,Sep,Sep
2017-12-01,2017-12-31,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,274639.56353701,288419.644775253,147.82917007609,154.445253163599,531646.006129295,1419451.82669404,2.7758295579275294,44.003796261457,0.98548837315747,0.2476788234163329,,2024-11-12 00:00:00,2017,2017,Dec,Dec
2015-11-01,2015-11-30,30,national,11,1400,t,National,U.S.,US,Townhouse,13,221445.332735298,223949.034691799,138.293967402143,139.822558826622,38528.904923600494,133161.196019865,3.56470744108845,46.2750370102555,0.981889877574558,0.225634201332572,,2024-11-12 00:00:00,2015,2015,Nov,Nov
2023-10-01,2023-10-31,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,414731.029645078,424119.692800795,231.142498727733,235.384444424533,404210.98654688,1004337.41704778,2.603034428315409,34.1660147955243,0.996377051991551,0.333641594966199,,2024-11-12 00:00:00,2023,2023,Oct,Oct
2018-10-01,2018-10-31,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,280897.776510739,297710.98869636894,153.764465328869,160.209745361546,494897.30192292,1542868.29597128,3.15316456049834,43.94285261710289,0.983324884316972,0.23379473905195,,2024-11-12 00:00:00,2018,2018,Oct,Oct
2022-09-01,2022-09-30,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,406545.05703026,413793.848225352,223.941396134687,224.328564131856,461405.748561021,1077445.44792291,2.38194862365172,33.5686857204881,0.99406374701382,0.325568991297423,,2024-11-12 00:00:00,2022,2022,Sep,Sep
2021-02-01,2021-02-28,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,286335.12819645,310771.554341289,251.000226490814,276.64240419117,71331.5163483075,144495.586614096,2.08833066181597,36.2861241934346,0.989861119991682,0.278865856507217,,2024-11-12 00:00:00,2021,2021,Feb,Feb
2018-03-01,2018-03-31,30,national,11,1400,t,National,U.S.,US,Townhouse,13,254219.71090861,261771.47814710496,156.289222116532,160.301289279377,48030.0648881678,108931.974823384,2.33243318484902,32.1754707982954,0.98950524167293,0.2762939068199419,,2024-11-12 00:00:00,2018,2018,Mar,Mar
2018-02-01,2018-02-28,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,278440.384529982,290998.308031532,149.842942456601,156.108272507891,504785.679004896,1430838.21040349,2.9726077660608694,41.0508434480238,0.985899838430474,0.256050653395193,,2024-11-12 00:00:00,2018,2018,Feb,Feb
2024-07-01,2024-07-31,30,national,11,1400,t,National,U.S.,US,Townhouse,13,376268.780949272,378627.851792212,231.061614201509,236.151197758556,42844.8970973306,108829.668665022,2.57198778852124,37.9420721966966,0.9943917046907907,0.2883737180134169,,2024-11-12 00:00:00,2024,2024,Jul,Jul
2024-06-01,2024-06-30,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,425130.391789937,435257.154163782,236.177721390475,241.76310091550496,405527.085712536,1138795.99275021,2.89351659505903,41.221827586777295,0.990728438518878,0.2918030363399429,,2024-11-12 00:00:00,2024,2024,Jun,Jun
2023-11-01,2023-11-30,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,416441.825920765,426935.477680016,229.261899002908,235.933880136458,399567.637619401,1070395.41865525,2.74386635498594,35.2091940305862,0.994798392628468,0.320617163558502,,2024-11-12 00:00:00,2023,2023,Nov,Nov
2024-07-01,2024-07-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,437627.0,434885.0,241.0,242.0,472504.0,1247729.0,2.6406739415563094,34.0,0.9962298554237004,0.3314340117912618,,2024-11-12 14:08:32,2024,2024,Jul,Jul
2022-02-01,2022-02-28,30,national,11,1400,f,National,U.S.,US,Townhouse,13,347107.0,364302.0,217.0,227.0,42903.0,59990.0,1.3982448991679193,23.0,1.0148532425209598,0.4874992044794315,,2024-11-12 14:08:32,2022,2022,Feb,Feb
2017-03-01,2017-03-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,263992.0,300720.0,133.0,144.0,404961.0,1195726.0,2.9526947932027583,53.0,0.9813620977792724,0.238471635817771,,2024-11-12 14:08:32,2017,2017,Mar,Mar
2014-12-01,2014-12-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,214077.0,203408.0,97.0,95.0,9884.0,50146.0,5.073235408044681,68.0,0.9524345035732396,0.1963283322344578,,2024-11-12 14:08:32,2014,2014,Dec,Dec
2018-09-01,2018-09-30,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,279253.0,297983.0,153.0,162.0,479025.0,1652337.0,3.4493745838530887,39.0,0.9830674844173176,0.2349780348677973,,2024-11-12 14:08:32,2018,2018,Sep,Sep
2015-11-01,2015-11-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,240906.0,244703.0,123.0,125.0,302617.0,1410049.0,4.659516932164864,59.0,0.9737857228159608,0.1980288497577152,,2024-11-12 14:08:32,2015,2015,Nov,Nov
2014-05-01,2014-05-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,192593.0,207693.0,163.0,175.0,61712.0,218220.0,3.5360731544048494,50.0,0.9754099639673798,0.1978262265667421,,2024-11-12 14:08:32,2014,2014,May,May
2013-09-01,2013-09-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,216394.0,225649.0,112.0,116.0,343946.0,1581163.0,4.597118191090516,59.0,0.9754954926619676,0.2193688594746142,,2024-11-12 14:08:32,2013,2013,Sep,Sep
2022-12-01,2022-12-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,388367.0,380461.0,214.0,214.0,386967.0,991722.0,2.562808333722064,44.0,0.9808550518303126,0.2301729683850473,,2024-11-12 14:08:32,2022,2022,Dec,Dec
2020-10-01,2020-10-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,348511.0,350667.0,173.0,179.0,525416.0,787813.0,1.499407308977694,28.0,0.9968887173981124,0.3690156403726434,,2024-11-12 14:08:32,2020,2020,Oct,Oct
2018-03-01,2018-03-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,277294.0,304400.0,150.0,158.0,500874.0,1339175.0,2.6736754286005007,44.0,0.985232793179394,0.2576726317349329,,2024-11-12 14:08:32,2018,2018,Mar,Mar
2024-09-01,2024-09-30,30,national,11,1400,f,National,U.S.,US,All Residential,-1,427942.0,448034.0,236.0,248.0,408558.0,1292662.0,3.163960074431596,40.0,0.99051451312539,0.2855008858847576,,2024-11-12 14:08:32,2024,2024,Sep,Sep
2016-10-01,2016-10-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,251901.0,261283.0,137.0,141.0,496315.0,1730360.0,3.48641286640949,50.0,0.9786600722864426,0.2172750947658881,,2024-11-12 14:08:32,2016,2016,Oct,Oct
2017-10-01,2017-10-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,268163.0,275955.0,147.0,150.0,510270.0,1543140.0,3.0241642280714864,44.0,0.982002616222905,0.2325801724294532,,2024-11-12 14:08:32,2017,2017,Oct,Oct
2021-04-01,2021-04-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,389016.0,395988.0,195.0,196.0,461897.0,550213.0,1.19120254078345,18.0,1.019586171697386,0.520534387302154,,2024-11-12 14:08:32,2021,2021,Apr,Apr
2021-11-01,2021-11-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,400241.0,390754.0,206.0,204.0,449956.0,583071.0,1.2958417488399023,22.0,1.008330147251564,0.4621818972147376,,2024-11-12 14:08:32,2021,2021,Nov,Nov
2023-01-01,2023-01-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,399601.0,422253.0,207.0,218.0,213641.0,727865.0,3.4069529631653346,53.0,0.9782289105610372,0.2130901942764967,,2024-11-12 14:08:32,2023,2023,Jan,Jan
2021-12-01,2021-12-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,335379.0,333098.0,208.0,207.0,61580.0,61661.0,1.0013036066804968,23.0,1.0061382519012292,0.4268432449351219,,2024-11-12 14:08:32,2021,2021,Dec,Dec
2015-11-01,2015-11-30,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,204717.0,215553.0,176.0,185.0,45355.0,189659.0,4.181641631634676,52.0,0.9724963428874736,0.1776071815637846,,2024-11-12 14:08:32,2015,2015,Nov,Nov
2019-08-01,2019-08-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,266164.0,267943.0,162.0,165.0,57756.0,133810.0,2.316806923298049,36.0,0.9877426192836422,0.2459788872828581,,2024-11-12 14:08:32,2019,2019,Aug,Aug
2024-03-01,2024-03-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,354114.0,364096.0,311.0,320.0,46223.0,156578.0,3.3874230168210127,42.0,0.9883196032376376,0.2672161133599828,,2024-11-12 14:08:32,2024,2024,Mar,Mar
2020-12-01,2020-12-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,334444.0,329394.0,180.0,184.0,616446.0,801961.0,1.3009410658249134,31.0,0.9942294579025928,0.338934649391167,,2024-11-12 14:08:32,2020,2020,Dec,Dec
2015-12-01,2015-12-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,206990.24908978897,223192.025653891,177.924611880655,188.12893252213496,58151.0798913375,191615.714891151,3.4183471890391,49.2466178840499,0.9766182229392008,0.193885351612982,,2024-11-12 00:00:00,2015,2015,Dec,Dec
2022-07-01,2022-07-31,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,424345.945614925,432094.645868579,217.79328991596,220.815160698721,369538.715185788,837246.1496066529,2.2709295003476,27.2281358400018,1.00566606544949,0.417386722521754,,2024-11-12 00:00:00,2022,2022,Jul,Jul
2022-05-01,2022-05-31,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,434543.165599681,433022.002353291,225.828791945062,221.015197575345,392743.497295798,664627.5833412032,1.78194579826158,23.0191003463002,1.02447642228931,0.504837100951646,,2024-11-12 00:00:00,2022,2022,May,May
2023-01-01,2023-01-31,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,401275.797580683,412888.34186863,219.457718368572,225.572908431455,410261.720329724,1104892.2793428,2.76371127656472,38.9852853327032,0.987577230329026,0.266676116575258,,2024-11-12 00:00:00,2023,2023,Jan,Jan
2015-09-01,2015-09-30,30,national,11,1400,t,National,U.S.,US,All Residential,-1,234336.353135188,249069.245769038,127.295156131712,132.43760750339,505454.740004388,1858775.50060544,3.69524785060082,53.4255341653048,0.977266279059134,0.209096932675261,,2024-11-12 00:00:00,2015,2015,Sep,Sep
2018-06-01,2018-06-30,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,289427.207211597,302885.266170708,146.983963201113,151.510202248767,403341.994583176,1214422.07353842,2.9665954510692294,42.5883119137957,0.982816109407013,0.2562364678553349,,2024-11-12 00:00:00,2018,2018,Jun,Jun
2021-10-01,2021-10-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,384564.86926294095,391902.364587177,209.243408071471,213.112539040556,618963.60272156,834435.64577717,1.40134176178819,21.2736657647562,1.0099675471514,0.4854377468733889,,2024-11-12 00:00:00,2021,2021,Oct,Oct
2020-03-01,2020-03-31,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,303145.502059637,310921.403962081,162.954203840718,165.777884263639,519774.601760731,1403642.46651252,2.87688565455529,40.439121287024896,0.985559445936218,0.2567704245033329,,2024-11-12 00:00:00,2020,2020,Mar,Mar
2020-02-01,2020-02-29,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,302348.0,336988.0,153.0,166.0,310044.0,985928.0,3.1799527961010807,58.0,0.9811513877888076,0.2215328945390313,,2024-11-12 14:08:32,2020,2020,Feb,Feb
2013-09-01,2013-09-30,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,210593.0,219662.0,116.0,121.0,434317.0,1933636.0,4.452124748768744,58.0,0.9760362637742404,0.2203647397947557,,2024-11-12 14:08:32,2013,2013,Sep,Sep
2015-08-01,2015-08-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,220847.0,218939.0,138.0,139.0,46672.0,146269.0,3.133938874662124,41.0,0.9821957060345994,0.2210938640510817,,2024-11-12 14:08:32,2015,2015,Aug,Aug
2012-04-01,2012-04-30,30,national,11,1400,f,National,U.S.,US,All Residential,-1,177894.0,199297.0,98.0,108.0,401901.0,2167433.0,5.392943384516064,81.0,0.9651524381385967,0.191121332284055,,2024-11-12 14:08:32,2012,2012,Apr,Apr
2014-04-01,2014-04-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,220289.0,250047.0,113.0,122.0,337330.0,1481526.0,4.3919136561096845,63.0,0.9754768051595883,0.2151299531643112,,2024-11-12 14:08:32,2014,2014,Apr,Apr
2013-10-01,2013-10-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,215741.0,221485.0,112.0,114.0,343538.0,1554038.0,4.523626935608294,62.0,0.973668185961412,0.2121582762765161,,2024-11-12 14:08:32,2013,2013,Oct,Oct
2015-12-01,2015-12-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,207151.0,205575.0,177.0,174.0,54622.0,171088.0,3.132187691427526,55.0,0.971884550813248,0.1688418399270465,,2024-11-12 14:08:32,2015,2015,Dec,Dec
2018-08-01,2018-08-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,243802.0,250903.0,209.0,218.0,69927.0,173239.0,2.4774368340667463,33.0,0.98308061890236,0.2234956633567871,,2024-11-12 14:08:32,2018,2018,Aug,Aug
2014-11-01,2014-11-30,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,219740.0,220759.0,120.0,121.0,367877.0,1846382.0,5.0190157144823,64.0,0.9709667048166312,0.17614081572519,,2024-11-12 14:08:32,2014,2014,Nov,Nov
2020-07-01,2020-07-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,323451.0,337728.0,168.0,180.0,703535.0,1222863.0,1.7381700250111267,35.0,0.9905246401752196,0.3021421768220913,,2024-11-12 14:08:32,2020,2020,Jul,Jul
2018-06-01,2018-06-30,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,243951.85605603,263072.516443216,210.992632593894,223.08107924248,59960.6603611891,161403.715459584,2.685592207443769,35.8515275850939,0.98202866463856,0.229068810609967,,2024-11-12 00:00:00,2018,2018,Jun,Jun
2019-06-01,2019-06-30,30,national,11,1400,t,National,U.S.,US,All Residential,-1,291297.824467445,302277.866546122,156.598281802999,160.501606965018,531000.186676123,1600597.22388451,2.967126846088449,44.1637173153679,0.979952183453836,0.226954894519337,,2024-11-12 00:00:00,2019,2019,Jun,Jun
2022-03-01,2022-03-31,30,national,11,1400,t,National,U.S.,US,Townhouse,13,362139.921076334,358173.672048047,226.650264982376,222.037168335453,55706.0172082511,73169.4424167744,1.36773296191894,18.3579381879019,1.02355526071081,0.535448327486669,,2024-11-12 00:00:00,2022,2022,Mar,Mar
2014-12-01,2014-12-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,192651.50439243,203153.076923223,165.584798775349,172.225402235259,53512.744980844895,211108.515374531,4.10715365315042,56.265423341604894,0.971592317378014,0.1622250014271849,,2024-11-12 00:00:00,2014,2014,Dec,Dec
2024-03-01,2024-03-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,350392.801970764,359146.412944717,309.041128646868,316.461426702128,45081.5843161534,160351.292144044,3.48031502226106,41.2204283394431,0.987355121153325,0.2622635392760809,,2024-11-12 00:00:00,2024,2024,Mar,Mar
2020-06-01,2020-06-30,30,national,11,1400,t,National,U.S.,US,Townhouse,13,276531.945641117,292071.911548849,167.787165559243,177.026846804472,43846.4396850351,108403.581006635,2.43530310799794,46.3971812458066,0.9848697335088608,0.234791032475102,,2024-11-12 00:00:00,2020,2020,Jun,Jun
2021-04-01,2021-04-30,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,299272.143380851,308034.604829181,265.573301313165,275.243737348605,71426.106121376,128840.685703805,1.80568410949232,33.0463077624558,0.994381370441563,0.312170870430073,,2024-11-12 00:00:00,2021,2021,Apr,Apr
2022-10-01,2022-10-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,329181.713478648,346001.007769296,291.415692989794,307.739171289156,50465.2633251569,125596.554600971,2.69017486662451,36.5406606647024,0.9887627856226248,0.276891335176819,,2024-11-12 00:00:00,2022,2022,Oct,Oct
2024-05-01,2024-05-31,30,national,11,1400,t,National,U.S.,US,Townhouse,13,372243.29284809297,381893.880517375,229.941522478816,236.407804774752,43114.1466948635,107982.464924727,2.53230622129315,36.69778590815449,0.9946072939225888,0.297163824224769,,2024-11-12 00:00:00,2024,2024,May,May
2013-10-01,2013-10-31,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,218370.739736496,228392.982465432,111.8022788743,115.442510331954,340760.341905214,1484710.22636931,4.46003463391912,61.8455788496401,0.975462012809539,0.2213454180398599,,2024-11-12 00:00:00,2013,2013,Oct,Oct
2022-08-01,2022-08-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,404931.778810156,413054.861287371,223.545481516346,225.53986851998496,479138.239212936,1104030.76002023,2.37575099631987,31.4992146426388,0.996990922229113,0.356166937412047,,2024-11-12 00:00:00,2022,2022,Aug,Aug
2019-10-01,2019-10-31,30,national,11,1400,t,National,U.S.,US,Townhouse,13,270350.745083076,275364.254936762,164.641906151281,167.676325568375,49586.8671527374,125401.852445024,2.54862544703862,38.6007454776348,0.988680452728718,0.247611299522414,,2024-11-12 00:00:00,2019,2019,Oct,Oct
